Number,City,Gender,Age,Income,Illness
13064,Dallas,Female,50,54695,No
13065,Dallas,Male,46,66123,No
13066,Dallas,Female,62,48205,No
13067,Dallas,Male,56,44658,No
13068,Dallas,Male,47,59993,No
13069,Dallas,Male,40,50681,No
13070,Dallas,Female,35,46758,No
13071,Dallas,Male,60,64566,No
13072,Dallas,Female,42,46795,No
13073,Dallas,Female,50,18349,Yes
13074,Dallas,Female,40,28891,No
13075,Dallas,Male,37,38058,No
13076,Dallas,Female,48,31694,No
13077,Dallas,Female,34,50876,No
13078,Dallas,Female,43,44311,No
13079,Dallas,Male,43,50155,No
13080,Dallas,Male,57,45420,No
13081,Dallas,Female,40,58899,No
13082,Dallas,Male,56,53917,No
13083,Dallas,Male,61,48623,No
13084,Dallas,Male,58,44119,No
13085,Dallas,Male,35,61419,No
13086,Dallas,Male,48,58066,No
13087,Dallas,Male,64,67578,No
13088,Dallas,Male,57,51434,Yes
13089,Dallas,Male,46,47587,No
13090,Dallas,Female,54,30786,No
13091,Dallas,Female,43,37732,No
13092,Dallas,Male,40,74311,No
13093,Dallas,Male,61,32284,No
13094,Dallas,Female,58,42197,No
13095,Dallas,Female,37,24268,Yes
13096,Dallas,Male,61,46488,No
13097,Dallas,Male,38,52300,No
13098,Dallas,Female,59,26733,No
13099,Dallas,Male,58,37481,No
13100,Dallas,Male,32,49105,No
13101,Dallas,Female,45,27777,No
13102,Dallas,Male,25,33791,No
13103,Dallas,Male,41,51306,No
13104,Dallas,Female,55,22134,No
13105,Dallas,Male,33,65875,No
13106,Dallas,Male,31,41340,No
13107,Dallas,Female,31,24029,No
13108,Dallas,Male,55,60133,No
13109,Dallas,Female,61,44739,No
13110,Dallas,Female,58,35773,No
13111,Dallas,Female,53,30471,No
13112,Dallas,Male,38,50797,Yes
13113,Dallas,Female,34,37747,No
13114,Dallas,Male,43,44594,No
13115,Dallas,Female,49,57720,No
13116,Dallas,Female,53,47776,No
13117,Dallas,Male,61,58674,No
13118,Dallas,Female,62,46464,No
13119,Dallas,Male,51,56543,No
13120,Dallas,Male,42,53841,No
13121,Dallas,Male,53,58928,No
13122,Dallas,Female,35,51410,No
13123,Dallas,Female,46,20450,No
13124,Dallas,Male,52,39076,No
13125,Dallas,Male,35,67141,No
13126,Dallas,Female,33,34114,Yes
13127,Dallas,Male,38,54006,No
13128,Dallas,Female,31,31491,No
13129,Dallas,Female,62,47040,No
13130,Dallas,Male,46,54330,No
13131,Dallas,Female,33,48814,No
13132,Dallas,Male,52,45548,No
13133,Dallas,Female,39,48501,No
13134,Dallas,Male,44,58705,No
13135,Dallas,Female,33,49544,Yes
13136,Dallas,Female,32,37781,Yes
13137,Dallas,Female,38,64005,No
13138,Dallas,Female,65,54149,No
13139,Dallas,Male,48,37928,No
13140,Dallas,Female,31,39990,No
13141,Dallas,Male,33,52608,No
13142,Dallas,Male,55,51696,No
13143,Dallas,Female,54,28644,Yes
13144,Dallas,Female,27,48569,No
13145,Dallas,Male,33,44784,No
13146,Dallas,Female,32,28993,No
13147,Dallas,Female,47,33478,No
13148,Dallas,Male,53,50483,No
13149,Dallas,Male,60,39383,No
13150,Dallas,Female,58,34989,No
13151,Dallas,Female,41,20426,No
13152,Dallas,Female,28,35857,No
13153,Dallas,Male,58,44256,No
13154,Dallas,Male,59,13223,No
13155,Dallas,Male,36,44592,No
13156,Dallas,Female,59,30639,No
13157,Dallas,Male,37,46561,No
13158,Dallas,Female,48,31022,No
13159,Dallas,Male,32,21707,No
13160,Dallas,Female,26,44989,No
13161,Dallas,Male,41,55838,No
13162,Dallas,Male,64,61065,No
13163,Dallas,Male,32,70504,No
13164,Dallas,Female,30,46522,No
13165,Dallas,Female,50,49485,No
13166,Dallas,Female,41,23012,No
13167,Dallas,Female,39,45114,Yes
13168,Dallas,Female,61,38769,No
13169,Dallas,Male,39,46299,No
13170,Dallas,Male,50,49527,No
13171,Dallas,Male,38,53106,No
13172,Dallas,Female,40,41963,No
13173,Dallas,Female,49,12209,No
13174,Dallas,Male,44,53611,Yes
13175,Dallas,Male,62,32267,No
13176,Dallas,Female,34,51772,No
13177,Dallas,Female,41,45020,No
13178,Dallas,Male,25,49665,No
13179,Dallas,Female,36,29350,No
13180,Dallas,Female,39,45154,No
13181,Dallas,Male,35,39850,No
13182,Dallas,Male,56,53805,No
13183,Dallas,Male,31,34248,No
13184,Dallas,Male,27,50199,No
13185,Dallas,Male,52,53227,No
13186,Dallas,Male,26,42681,No
13187,Dallas,Female,39,40670,No
13188,Dallas,Male,60,51703,No
13189,Dallas,Female,41,23654,No
13190,Dallas,Female,64,34376,No
13191,Dallas,Female,61,42721,No
13192,Dallas,Male,64,52564,No
13193,Dallas,Female,33,34133,No
13194,Dallas,Male,29,58604,No
13195,Dallas,Female,48,47513,Yes
13196,Dallas,Female,43,38446,No
13197,Dallas,Male,30,52113,No
13198,Dallas,Male,45,36143,No
13199,Dallas,Male,47,53134,No
13200,Dallas,Male,35,55494,No
13201,Dallas,Female,65,42196,No
13202,Dallas,Male,31,38151,No
13203,Dallas,Male,62,40320,No
13204,Dallas,Female,50,34428,No
13205,Dallas,Female,53,34505,No
13206,Dallas,Male,40,38663,No
13207,Dallas,Male,48,49354,No
13208,Dallas,Female,37,28651,No
13209,Dallas,Female,57,28943,No
13210,Dallas,Male,38,52274,No
13211,Dallas,Male,57,58607,No
13212,Dallas,Male,55,42003,No
13213,Dallas,Female,51,35287,No
13214,Dallas,Female,43,27882,No
13215,Dallas,Female,47,35153,No
13216,Dallas,Female,53,47606,No
13217,Dallas,Male,27,27967,No
13218,Dallas,Male,38,46719,No
13219,Dallas,Male,54,45877,No
13220,Dallas,Male,56,50892,No
13221,Dallas,Female,39,42360,No
13222,Dallas,Male,44,66697,No
13223,Dallas,Male,29,53423,No
13224,Dallas,Female,47,14286,No
13225,Dallas,Female,43,30502,No
13226,Dallas,Male,39,56237,No
13227,Dallas,Female,30,39263,No
13228,Dallas,Male,37,32280,No
13229,Dallas,Female,42,33271,No
13230,Dallas,Female,41,55821,No
13231,Dallas,Male,55,55622,No
13232,Dallas,Male,54,58431,No
13233,Dallas,Male,28,55484,No
13234,Dallas,Male,56,48534,No
13235,Dallas,Male,47,35946,No
13236,Dallas,Male,30,29836,No
13237,Dallas,Female,41,45958,No
13238,Dallas,Female,65,26209,No
13239,Dallas,Male,41,27551,No
13240,Dallas,Male,60,45603,No
13241,Dallas,Female,56,39848,No
13242,Dallas,Female,38,28952,No
13243,Dallas,Male,38,41207,No
13244,Dallas,Male,47,50640,No
13245,Dallas,Male,35,56760,No
13246,Dallas,Male,62,46722,Yes
13247,Dallas,Male,62,60183,No
13248,Dallas,Male,48,54440,No
13249,Dallas,Male,47,50531,No
13250,Dallas,Male,63,43339,No
13251,Dallas,Female,37,49521,No
13252,Dallas,Female,56,50040,No
13253,Dallas,Male,30,50727,No
13254,Dallas,Male,53,57986,No
13255,Dallas,Male,61,54859,No
13256,Dallas,Female,43,47198,No
13257,Dallas,Male,45,62743,No
13258,Dallas,Female,29,36561,No
13259,Dallas,Female,52,39593,No
13260,Dallas,Male,37,51749,No
13261,Dallas,Male,64,58533,No
13262,Dallas,Female,55,49349,No
13263,Dallas,Male,60,40706,No
13264,Dallas,Female,39,28930,No
13265,Dallas,Female,52,37071,No
13266,Dallas,Female,35,36127,Yes
13267,Dallas,Male,59,46528,No
13268,Dallas,Female,44,39208,No
13269,Dallas,Male,48,50061,No
13270,Dallas,Male,61,62346,No
13271,Dallas,Male,41,59652,No
13272,Dallas,Male,31,43251,Yes
13273,Dallas,Male,56,49920,No
13274,Dallas,Female,64,20468,No
13275,Dallas,Male,42,54026,No
13276,Dallas,Female,33,54240,No
13277,Dallas,Female,39,50527,No
13278,Dallas,Male,31,47352,No
13279,Dallas,Male,50,46102,No
13280,Dallas,Male,45,48487,No
13281,Dallas,Female,26,44996,No
13282,Dallas,Female,50,31326,No
13283,Dallas,Female,35,34071,Yes
13284,Dallas,Male,59,54095,No
13285,Dallas,Male,39,49925,No
13286,Dallas,Male,43,55018,Yes
13287,Dallas,Male,32,32005,No
13288,Dallas,Female,35,44505,No
13289,Dallas,Female,28,40551,No
13290,Dallas,Male,35,31563,No
13291,Dallas,Female,53,35790,No
13292,Dallas,Female,61,44396,No
13293,Dallas,Male,27,42751,No
13294,Dallas,Female,28,51814,No
13295,Dallas,Male,54,55004,No
13296,Dallas,Female,49,37974,No
13297,Dallas,Female,36,27202,No
13298,Dallas,Male,37,61188,No
13299,Dallas,Female,45,37495,No
13300,Dallas,Male,39,46608,No
13301,Dallas,Male,63,65249,No
13302,Dallas,Male,29,55405,No
13303,Dallas,Female,45,33062,No
13304,Dallas,Female,58,51378,No
13305,Dallas,Female,65,35638,No
13306,Dallas,Female,37,41291,No
13307,Dallas,Male,30,46045,No
13308,Dallas,Female,31,45580,No
13309,Dallas,Female,61,32116,No
13310,Dallas,Female,39,37179,No
13311,Dallas,Male,32,40716,No
13312,Dallas,Female,62,30947,No
13313,Dallas,Female,50,45374,No
13314,Dallas,Male,28,52458,No
13315,Dallas,Male,33,52623,No
13316,Dallas,Male,30,53213,No
13317,Dallas,Female,42,50799,No
13318,Dallas,Male,26,51188,No
13319,Dallas,Male,47,59372,No
13320,Dallas,Male,54,54821,No
13321,Dallas,Female,43,55799,No
13322,Dallas,Male,37,59558,No
13323,Dallas,Female,64,41258,No
13324,Dallas,Male,46,46336,No
13325,Dallas,Female,44,34795,No
13326,Dallas,Male,35,53754,Yes
13327,Dallas,Male,28,41159,Yes
13328,Dallas,Male,31,41502,No
13329,Dallas,Male,54,45020,No
13330,Dallas,Male,55,59204,No
13331,Dallas,Male,51,58529,No
13332,Dallas,Male,27,54726,No
13333,Dallas,Female,51,31937,No
13334,Dallas,Female,53,41174,No
13335,Dallas,Male,45,51964,No
13336,Dallas,Male,58,61243,No
13337,Dallas,Female,62,40510,No
13338,Dallas,Female,26,65269,No
13339,Dallas,Female,32,42956,No
13340,Dallas,Male,53,32669,No
13341,Dallas,Female,50,59899,No
13342,Dallas,Male,56,47792,No
13343,Dallas,Male,45,67532,No
13344,Dallas,Male,41,52646,No
13345,Dallas,Male,55,54730,No
13346,Dallas,Female,32,40833,No
13347,Dallas,Female,50,33117,No
13348,Dallas,Male,50,52605,No
13349,Dallas,Male,34,56286,No
13350,Dallas,Male,57,53255,No
13351,Dallas,Female,35,43214,No
13352,Dallas,Female,29,40042,No
13353,Dallas,Male,34,50857,No
13354,Dallas,Female,39,51672,No
13355,Dallas,Male,50,60348,No
13356,Dallas,Female,53,41533,No
13357,Dallas,Male,58,60287,No
13358,Dallas,Female,62,32535,No
13359,Dallas,Male,55,42812,No
13360,Dallas,Female,32,54164,No
13361,Dallas,Male,46,40793,No
13362,Dallas,Male,52,62486,No
13363,Dallas,Male,48,59975,No
13364,Dallas,Male,62,71497,No
13365,Dallas,Male,46,56700,No
13366,Dallas,Male,41,41143,No
13367,Dallas,Female,62,46341,Yes
13368,Dallas,Male,42,76122,No
13369,Dallas,Female,35,29621,No
13370,Dallas,Female,41,23862,No
13371,Dallas,Female,30,41964,No
13372,Dallas,Female,34,30937,No
13373,Dallas,Male,58,59762,No
13374,Dallas,Female,31,36295,No
13375,Dallas,Female,47,37281,No
13376,Dallas,Male,31,61699,No
13377,Dallas,Female,32,33613,No
13378,Dallas,Female,52,40980,No
13379,Dallas,Female,44,45278,No
13380,Dallas,Female,63,59500,No
13381,Dallas,Female,51,35964,No
13382,Dallas,Female,53,44994,No
13383,Dallas,Male,33,48773,No
13384,Dallas,Male,55,52748,No
13385,Dallas,Female,51,30998,No
13386,Dallas,Female,49,32333,No
13387,Dallas,Male,38,55906,No
13388,Dallas,Female,36,42164,No
13389,Dallas,Male,59,30954,No
13390,Dallas,Male,54,57370,No
13391,Dallas,Male,38,37168,No
13392,Dallas,Male,38,59379,No
13393,Dallas,Male,63,54315,No
13394,Dallas,Male,39,37629,No
13395,Dallas,Male,53,72479,No
13396,Dallas,Female,63,30641,Yes
13397,Dallas,Male,50,53462,No
13398,Dallas,Male,28,42102,No
13399,Dallas,Male,54,32066,Yes
13400,Dallas,Female,37,38470,No
13401,Dallas,Male,34,50169,No
13402,Dallas,Female,51,42977,No
13403,Dallas,Male,27,41775,No
13404,Dallas,Female,37,49661,No
13405,Dallas,Male,53,40024,No
13406,Dallas,Female,50,47162,No
13407,Dallas,Female,27,30003,No
13408,Dallas,Female,64,36246,No
13409,Dallas,Male,56,53926,No
13410,Dallas,Male,42,61611,No
13411,Dallas,Female,46,41942,No
13412,Dallas,Female,45,44290,No
13413,Dallas,Male,57,56534,No
13414,Dallas,Female,27,36973,No
13415,Dallas,Female,39,25214,No
13416,Dallas,Male,56,42933,No
13417,Dallas,Female,62,45768,No
13418,Dallas,Male,28,46994,No
13419,Dallas,Male,43,47361,No
13420,Dallas,Male,65,44685,No
13421,Dallas,Female,43,37972,No
13422,Dallas,Female,39,47442,No
13423,Dallas,Male,63,43716,Yes
13424,Dallas,Female,33,37602,No
13425,Dallas,Male,58,48972,Yes
13426,Dallas,Male,64,45738,No
13427,Dallas,Male,53,59733,No
13428,Dallas,Female,34,37104,No
13429,Dallas,Female,54,28018,No
13430,Dallas,Male,27,43529,No
13431,Dallas,Female,49,37120,No
13432,Dallas,Male,59,60981,Yes
13433,Dallas,Male,47,58588,No
13434,Dallas,Male,55,45962,No
13435,Dallas,Male,59,49808,No
13436,Dallas,Male,61,56297,No
13437,Dallas,Female,27,26844,No
13438,Dallas,Male,36,65648,No
13439,Dallas,Male,53,39188,No
13440,Dallas,Male,64,54962,No
13441,Dallas,Male,62,55176,No
13442,Dallas,Male,58,30101,No
13443,Dallas,Female,53,20380,No
13444,Dallas,Male,37,41885,Yes
13445,Dallas,Female,64,39326,No
13446,Dallas,Female,45,30027,No
13447,Dallas,Male,64,40387,No
13448,Dallas,Male,25,55536,No
13449,Dallas,Male,27,38811,No
13450,Dallas,Male,47,32371,No
13451,Dallas,Female,31,35250,No
13452,Dallas,Female,48,29478,No
13453,Dallas,Male,33,59990,No
13454,Dallas,Male,30,44160,No
13455,Dallas,Male,36,52370,Yes
13456,Dallas,Male,55,48727,No
13457,Dallas,Male,31,42353,No
13458,Dallas,Male,48,49108,No
13459,Dallas,Male,52,50867,No
13460,Dallas,Female,43,33084,No
13461,Dallas,Male,64,36678,No
13462,Dallas,Female,35,45651,No
13463,Dallas,Female,49,41991,No
13464,Dallas,Male,30,52200,No
13465,Dallas,Male,58,55796,No
13466,Dallas,Male,34,43567,No
13467,Dallas,Male,43,50395,No
13468,Dallas,Female,27,47378,No
13469,Dallas,Female,46,27425,No
13470,Dallas,Female,60,44169,No
13471,Dallas,Male,48,34675,Yes
13472,Dallas,Male,31,46100,No
13473,Dallas,Male,58,62050,No
13474,Dallas,Female,49,58959,No
13475,Dallas,Male,27,51250,No
13476,Dallas,Female,39,21960,No
13477,Dallas,Male,35,45541,No
13478,Dallas,Female,55,50086,No
13479,Dallas,Female,63,41080,No
13480,Dallas,Male,61,44080,No
13481,Dallas,Male,26,48365,No
13482,Dallas,Male,31,53773,No
13483,Dallas,Male,37,70487,No
13484,Dallas,Male,39,48607,No
13485,Dallas,Male,64,47911,Yes
13486,Dallas,Female,41,49101,No
13487,Dallas,Female,55,27656,Yes
13488,Dallas,Male,48,51653,No
13489,Dallas,Male,57,64713,No
13490,Dallas,Female,48,26166,No
13491,Dallas,Male,53,58318,No
13492,Dallas,Male,32,46981,No
13493,Dallas,Male,60,40283,No
13494,Dallas,Female,58,36108,No
13495,Dallas,Male,54,47128,No
13496,Dallas,Male,51,46968,No
13497,Dallas,Female,31,52514,No
13498,Dallas,Female,65,35525,No
13499,Dallas,Female,41,54532,No
13500,Dallas,Male,28,47238,No
13501,Dallas,Male,55,52012,No
13502,Dallas,Male,37,38592,No
13503,Dallas,Male,42,63413,No
13504,Dallas,Male,60,50748,No
13505,Dallas,Male,57,61988,No
13506,Dallas,Male,27,52723,No
13507,Dallas,Female,46,48176,No
13508,Dallas,Male,35,46121,No
13509,Dallas,Female,54,32799,No
13510,Dallas,Male,36,55603,Yes
13511,Dallas,Male,55,48506,Yes
13512,Dallas,Male,56,45876,No
13513,Dallas,Female,32,11881,No
13514,Dallas,Male,35,53716,No
13515,Dallas,Male,39,57519,No
13516,Dallas,Male,50,57082,No
13517,Dallas,Male,28,51245,No
13518,Dallas,Male,49,55948,No
13519,Dallas,Male,45,43905,No
13520,Dallas,Female,44,49683,No
13521,Dallas,Male,55,41093,No
13522,Dallas,Male,27,58331,No
13523,Dallas,Male,37,51231,No
13524,Dallas,Male,54,50483,No
13525,Dallas,Male,26,60141,No
13526,Dallas,Female,60,28504,No
13527,Dallas,Male,30,64707,No
13528,Dallas,Female,40,38360,Yes
13529,Dallas,Female,51,27506,No
13530,Dallas,Male,32,41260,No
13531,Dallas,Female,61,35455,No
13532,Dallas,Male,44,48104,No
13533,Dallas,Female,51,37018,No
13534,Dallas,Male,38,40802,No
13535,Dallas,Female,38,39572,Yes
13536,Dallas,Male,64,64482,No
13537,Dallas,Female,61,47565,No
13538,Dallas,Male,53,47768,No
13539,Dallas,Male,36,44811,Yes
13540,Dallas,Female,30,30890,No
13541,Dallas,Male,41,56711,Yes
13542,Dallas,Female,57,45097,No
13543,Dallas,Male,45,30806,No
13544,Dallas,Male,61,71937,No
13545,Dallas,Female,31,55870,No
13546,Dallas,Female,34,24853,No
13547,Dallas,Female,54,22110,No
13548,Dallas,Male,28,40404,No
13549,Dallas,Female,60,40109,No
13550,Dallas,Male,50,58363,No
13551,Dallas,Male,27,52480,No
13552,Dallas,Female,32,40719,Yes
13553,Dallas,Male,43,41453,No
13554,Dallas,Female,57,38936,No
13555,Dallas,Male,32,48773,No
13556,Dallas,Male,45,39701,No
13557,Dallas,Male,42,64914,No
13558,Dallas,Male,49,57999,No
13559,Dallas,Male,27,60440,Yes
13560,Dallas,Female,62,50000,No
13561,Dallas,Female,60,40106,No
13562,Dallas,Male,32,60974,No
13563,Dallas,Male,39,63864,Yes
13564,Dallas,Female,25,40076,No
13565,Dallas,Male,37,40270,No
13566,Dallas,Male,46,52670,No
13567,Dallas,Male,44,58739,No
13568,Dallas,Female,40,54610,No
13569,Dallas,Male,65,58931,No
13570,Dallas,Male,52,55912,No
13571,Dallas,Male,29,54437,No
13572,Dallas,Male,59,43060,Yes
13573,Dallas,Female,49,50109,No
13574,Dallas,Male,53,46345,No
13575,Dallas,Male,60,54353,No
13576,Dallas,Male,65,55349,No
13577,Dallas,Male,35,47000,No
13578,Dallas,Male,30,52788,No
13579,Dallas,Male,53,57685,No
13580,Dallas,Male,50,50217,No
13581,Dallas,Female,26,32467,No
13582,Dallas,Female,49,31005,No
13583,Dallas,Male,64,52119,No
13584,Dallas,Male,52,69954,No
13585,Dallas,Female,51,21412,No
13586,Dallas,Male,62,32539,No
13587,Dallas,Female,61,38522,No
13588,Dallas,Male,45,32496,No
13589,Dallas,Male,39,51501,No
13590,Dallas,Male,64,53065,No
13591,Dallas,Male,41,57916,No
13592,Dallas,Male,60,42125,No
13593,Dallas,Male,38,50756,No
13594,Dallas,Female,47,29271,No
13595,Dallas,Male,37,61294,No
13596,Dallas,Female,64,27743,Yes
13597,Dallas,Female,46,51450,No
13598,Dallas,Male,48,47367,No
13599,Dallas,Female,62,57938,No
13600,Dallas,Male,40,60025,No
13601,Dallas,Male,25,43733,Yes
13602,Dallas,Male,35,74917,No
13603,Dallas,Female,39,40000,No
13604,Dallas,Male,43,34227,No
13605,Dallas,Female,57,51004,No
13606,Dallas,Female,33,33924,No
13607,Dallas,Female,29,25776,No
13608,Dallas,Male,40,55272,No
13609,Dallas,Male,40,44666,No
13610,Dallas,Male,29,52839,No
13611,Dallas,Female,46,43103,No
13612,Dallas,Female,41,51129,No
13613,Dallas,Female,31,30814,No
13614,Dallas,Male,28,47393,No
13615,Dallas,Female,30,28206,No
13616,Dallas,Female,50,39651,No
13617,Dallas,Female,59,40092,No
13618,Dallas,Male,41,46719,No
13619,Dallas,Female,54,41060,No
13620,Dallas,Female,58,34324,No
13621,Dallas,Female,55,24384,No
13622,Dallas,Male,40,62564,No
13623,Dallas,Female,27,25302,No
13624,Dallas,Female,44,23785,No
13625,Dallas,Male,28,44727,No
13626,Dallas,Female,54,40681,No
13627,Dallas,Female,58,30426,No
13628,Dallas,Male,57,34008,No
13629,Dallas,Male,48,42630,No
13630,Dallas,Male,52,42282,No
13631,Dallas,Male,32,58948,No
13632,Dallas,Male,63,57612,No
13633,Dallas,Female,62,47333,No
13634,Dallas,Female,35,46642,No
13635,Dallas,Male,64,39741,No
13636,Dallas,Male,54,43565,No
13637,Dallas,Male,36,70196,No
13638,Dallas,Male,40,45792,No
13639,Dallas,Female,41,39201,No
13640,Dallas,Female,36,15369,No
13641,Dallas,Male,36,55650,No
13642,Dallas,Male,63,60352,No
13643,Dallas,Male,35,47466,No
13644,Dallas,Female,50,55191,No
13645,Dallas,Female,58,28282,No
13646,Dallas,Male,42,75717,No
13647,Dallas,Female,26,42580,No
13648,Dallas,Male,46,57644,No
13649,Dallas,Female,63,40896,No
13650,Dallas,Female,59,36461,No
13651,Dallas,Female,57,39224,No
13652,Dallas,Female,33,46639,No
13653,Dallas,Female,31,30135,No
13654,Dallas,Male,41,58450,No
13655,Dallas,Female,46,36412,No
13656,Dallas,Female,46,40435,No
13657,Dallas,Female,44,36135,No
13658,Dallas,Male,53,46188,No
13659,Dallas,Male,37,56089,No
13660,Dallas,Male,61,54931,Yes
13661,Dallas,Male,56,62158,Yes
13662,Dallas,Male,62,50720,No
13663,Dallas,Female,56,44379,No
13664,Dallas,Male,29,41299,No
13665,Dallas,Female,36,34994,No
13666,Dallas,Female,36,57071,No
13667,Dallas,Male,39,49509,No
13668,Dallas,Male,27,66728,No
13669,Dallas,Male,43,38101,No
13670,Dallas,Male,32,59201,No
13671,Dallas,Male,43,40736,No
13672,Dallas,Male,63,58823,No
13673,Dallas,Male,29,68307,No
13674,Dallas,Male,61,49422,No
13675,Dallas,Male,41,68170,No
13676,Dallas,Male,59,63754,No
13677,Dallas,Female,49,31291,No
13678,Dallas,Female,63,43336,No
13679,Dallas,Female,57,33020,No
13680,Dallas,Female,58,42204,No
13681,Dallas,Male,57,39170,No
13682,Dallas,Male,49,52196,No
13683,Dallas,Female,34,23835,Yes
13684,Dallas,Female,34,39963,No
13685,Dallas,Male,44,53677,No
13686,Dallas,Male,29,67457,No
13687,Dallas,Male,32,50368,No
13688,Dallas,Female,33,52749,No
13689,Dallas,Male,45,49666,No
13690,Dallas,Female,31,22570,No
13691,Dallas,Male,38,42499,No
13692,Dallas,Male,27,57847,No
13693,Dallas,Male,61,55163,No
13694,Dallas,Female,63,31574,No
13695,Dallas,Male,49,33074,No
13696,Dallas,Female,38,31453,No
13697,Dallas,Female,29,45060,No
13698,Dallas,Female,56,46549,No
13699,Dallas,Male,56,54466,No
13700,Dallas,Male,36,59564,No
13701,Dallas,Male,47,50180,No
13702,Dallas,Female,32,34948,No
13703,Dallas,Male,25,52224,Yes
13704,Dallas,Male,45,46110,No
13705,Dallas,Male,51,55336,No
13706,Dallas,Female,50,34166,No
13707,Dallas,Female,39,35387,No
13708,Dallas,Male,65,60509,No
13709,Dallas,Female,42,37198,No
13710,Dallas,Female,31,55215,No
13711,Dallas,Male,32,50405,No
13712,Dallas,Male,34,44185,No
13713,Dallas,Female,54,25670,No
13714,Dallas,Male,57,43301,No
13715,Dallas,Male,28,55614,No
13716,Dallas,Male,27,48346,No
13717,Dallas,Male,35,52505,No
13718,Dallas,Male,30,43076,No
13719,Dallas,Female,38,53591,No
13720,Dallas,Male,40,47513,No
13721,Dallas,Male,46,62735,No
13722,Dallas,Female,59,40715,No
13723,Dallas,Female,37,33869,No
13724,Dallas,Female,54,40310,No
13725,Dallas,Male,46,75595,No
13726,Dallas,Female,34,28844,No
13727,Dallas,Female,62,44222,No
13728,Dallas,Female,48,29298,No
13729,Dallas,Male,56,39329,Yes
13730,Dallas,Male,52,55654,Yes
13731,Dallas,Male,30,45623,No
13732,Dallas,Male,46,71619,No
13733,Dallas,Male,60,48610,No
13734,Dallas,Male,46,52891,No
13735,Dallas,Male,28,41177,No
13736,Dallas,Female,45,36390,No
13737,Dallas,Female,38,34681,No
13738,Dallas,Female,45,36566,No
13739,Dallas,Female,58,40769,No
13740,Dallas,Female,58,31236,No
13741,Dallas,Female,63,34857,No
13742,Dallas,Female,59,49401,No
13743,Dallas,Male,64,63462,Yes
13744,Dallas,Male,44,28518,No
13745,Dallas,Female,38,46368,No
13746,Dallas,Male,45,43490,No
13747,Dallas,Male,47,50902,Yes
13748,Dallas,Female,42,34535,No
13749,Dallas,Female,33,47281,No
13750,Dallas,Male,43,40436,No
13751,Dallas,Male,53,46325,No
13752,Dallas,Female,38,40727,No
13753,Dallas,Female,49,49810,No
13754,Dallas,Male,45,47376,No
13755,Dallas,Female,58,46062,No
13756,Dallas,Male,55,63621,No
13757,Dallas,Male,38,31426,No
13758,Dallas,Male,48,42051,No
13759,Dallas,Female,35,39790,No
13760,Dallas,Female,55,47506,No
13761,Dallas,Female,49,47281,No
13762,Dallas,Male,40,52542,No
13763,Dallas,Female,41,43630,No
13764,Dallas,Male,49,35567,No
13765,Dallas,Female,42,33096,No
13766,Dallas,Male,45,68482,No
13767,Dallas,Male,33,57465,Yes
13768,Dallas,Male,52,50835,No
13769,Dallas,Male,64,55431,No
13770,Dallas,Male,27,55213,No
13771,Dallas,Male,52,45812,No
13772,Dallas,Male,60,41397,No
13773,Dallas,Female,60,50302,Yes
13774,Dallas,Male,53,54556,No
13775,Dallas,Female,46,31544,No
13776,Dallas,Male,34,59702,No
13777,Dallas,Male,35,58406,No
13778,Dallas,Male,63,53759,No
13779,Dallas,Male,31,51274,Yes
13780,Dallas,Male,30,50122,No
13781,Dallas,Male,46,41236,No
13782,Dallas,Male,45,44520,No
13783,Dallas,Male,53,38233,No
13784,Dallas,Male,58,56164,Yes
13785,Dallas,Female,40,25080,No
13786,Dallas,Female,27,29907,No
13787,Dallas,Male,52,41907,No
13788,Dallas,Female,51,49247,No
13789,Dallas,Female,26,39581,Yes
13790,Dallas,Male,30,50909,No
13791,Dallas,Male,53,49872,No
13792,Dallas,Female,57,41837,No
13793,Dallas,Female,31,44806,No
13794,Dallas,Female,41,27409,No
13795,Dallas,Female,26,41598,No
13796,Dallas,Female,52,44559,No
13797,Dallas,Female,39,29316,No
13798,Dallas,Male,29,39882,No
13799,Dallas,Female,52,37202,No
13800,Dallas,Female,61,56337,No
13801,Dallas,Male,36,55338,No
13802,Dallas,Female,36,46388,No
13803,Dallas,Male,44,53141,No
13804,Dallas,Male,53,48520,No
13805,Dallas,Male,28,42085,No
13806,Dallas,Male,59,74444,No
13807,Dallas,Female,55,31719,No
13808,Dallas,Male,38,50430,No
13809,Dallas,Male,46,63100,No
13810,Dallas,Male,49,55739,No
13811,Dallas,Female,46,30855,No
13812,Dallas,Female,28,47955,No
13813,Dallas,Female,28,47147,No
13814,Dallas,Male,41,70109,No
13815,Dallas,Female,38,29897,No
13816,Dallas,Male,49,56490,No
13817,Dallas,Male,27,49674,No
13818,Dallas,Male,31,35305,Yes
13819,Dallas,Male,53,53950,No
13820,Dallas,Female,28,37934,No
13821,Dallas,Male,36,29856,No
13822,Dallas,Male,49,54859,No
13823,Dallas,Male,42,54320,No
13824,Dallas,Male,32,48701,No
13825,Dallas,Female,46,46395,No
13826,Dallas,Male,54,43008,No
13827,Dallas,Female,63,42085,No
13828,Dallas,Female,61,51078,No
13829,Dallas,Female,63,48090,No
13830,Dallas,Male,46,39925,No
13831,Dallas,Male,35,56185,No
13832,Dallas,Male,36,52173,No
13833,Dallas,Female,29,39615,No
